"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2019,20,142142105,27587971
2019,2,142050862,27582261
2019,3,142142059,27587958
2019,20,142050879,27582263
2019,12,142050886,27582264
2019,3,142132086,27534178
2019,17,142132086,27534179
2019,12,142050902,27582269
2019,12,142050932,27582276
2019,18,142050945,27582280
2019,12,142050947,27582282
2019,12,142050971,27582288
2019,19,142050982,27582292
2019,12,142051016,27582303
2019,12,142142844,27588115
2019,18,142051084,27582322
2019,12,142142938,27588136
2019,12,142051137,27582337
2019,12,142051155,27582345
2019,12,142143247,27588212
2019,12,142143273,27588220
2019,12,142143286,27588223
2019,12,142143364,27588246
2019,3,142146195,27582354
2019,18,142143420,27588263
2019,20,142143467,27588278
2019,12,142143515,27588290
2019,12,142146275,27588305
2019,12,142146278,27588306
2019,12,142143562,27588307
2019,12,142146285,27588309
2019,12,142146338,27582390
2019,12,144215897,28192684
2019,20,144215933,28197779
2019,12,144203483,28191782
2019,18,144207370,28197783
2019,18,144207372,28187398
2019,18,144217848,28192689
2019,12,144217849,28192690
2019,10,144217849,28197792
2019,18,144207389,28187404
2019,12,144216138,28197827
2019,12,144221272,28197869
2019,12,144217963,28192715
2019,12,144217970,28192717
2019,20,144221325,28197879
2019,20,144217992,28192727
2019,9,144221368,28197891
2019,12,144207469,28187414
2019,12,144221486,28197917
2019,12,144221487,28197918
2019,12,144218088,28197919
2019,12,144221581,28197936
2019,18,144207589,28187445
2019,12,144221739,28192780
2019,12,144218262,28192785
2019,20,144218269,28192786
2019,12,144221769,28197968
2019,9,144221792,28197975
2019,12,144218347,28192804
2019,12,144218361,28192806
2019,12,144218368,28192808
2019,9,144180474,28171637
2019,12,144180478,28191780
2019,9,144203499,28191789
2019,12,144203529,28191798
2019,18,144203571,28191809
2019,2,144203656,28191829
2019,2,144203672,28191832
2019,12,144203687,28191835
2019,20,144203699,28191839
2019,2,144180827,28171732
2019,3,144203745,28191854
2019,3,144203744,28191853
2019,3,144203746,28191855
2019,20,144203760,28191857
2019,12,144203828,28191882
2019,2,144203832,28191883
2019,18,144203845,28191889
2019,20,144203863,28191890
2019,9,144203872,28191892
2019,20,144203885,28191895
2019,20,144203892,28191897
2019,12,144203946,28191910
2019,12,144211202,28196825
2019,12,144211218,28196832
2019,12,144204030,28191945
2019,18,144204246,28196940
2019,12,144211696,28196945
2019,12,144211769,28192025
2019,12,144211782,28196964
2019,9,144204380,28192028
2019,12,144204405,28192032
2019,12,144204429,28192039
2019,12,144204460,28196977
2019,12,144204477,28192052
2019,12,144204489,28192055
2019,12,144204506,28192057
2019,12,144204528,28192063
2019,18,144204601,28192078
2019,18,144204606,28192080
2019,18,144211963,28196999
2019,18,144204707,28192098
2019,18,144204724,28192101
2019,18,144204735,28192104
2019,3,144212108,28197025
2019,3,144204862,28192121
2019,18,144204868,28192123
2019,3,144212194,28197041
2019,12,144212205,28197045
2019,12,144204913,28192129
2019,2,144204948,28192133
2019,12,144204968,28192139
2019,2,144205007,28192147
2019,18,144212394,28197070
2019,20,144212468,28197077
2019,3,144205178,28197083
2019,2,144212537,28197084
2019,3,144205191,28192167
2019,12,144212618,28197104
2019,12,144212620,28197105
2019,18,144205264,28192180
2019,12,144205270,28197124
2019,20,144212821,28197139
2019,12,144212840,28192196
2019,12,144212854,28197144
2019,12,144205366,28192202
2019,20,144212913,28197156
2019,12,144212975,28197164
2019,12,144205456,28192212
2019,12,144205539,28197193
2019,20,144205568,28192228
2019,12,144213181,28197200
2019,3,144213241,28197211
2019,12,144205749,28192255
2019,20,144205764,28192262
2019,3,144205791,28192267
2019,12,144205848,28197247
2019,18,144205886,28197256
2019,12,144205890,28192287
2019,18,144205890,28192288
2019,11,144205910,28192292
2019,12,144205939,28192298
2019,18,144205943,28192299
2019,12,144213570,28197269
2019,12,144206054,28192316
2019,12,144206093,28197299
2019,20,144206102,28192334
2019,3,144213716,28197311
2019,12,144206145,28192343
2019,20,144206168,28197324
2019,20,144216179,28192350
2019,20,144216211,28197331
2019,12,144216238,28192360
2019,9,144213817,28197336
2019,18,144213841,28197340
2019,12,144214348,28197454
2019,3,144216915,28197469
2019,3,144214427,28197468
2019,2,144216928,28192484
2019,20,144214468,28197475
2019,20,144217067,28192507
2019,12,144214635,28197502
2019,12,144217121,28192519
2019,12,144214659,28197508
2019,12,144217223,28197512
2019,11,144214743,28197522
2019,20,144214768,28197525
2019,12,144217316,28192561
2019,12,144207220,28187373
2019,3,144217451,28192593
2019,12,144214940,28197555
2019,12,144214963,28197558
2019,20,144215074,28197577
2019,12,144203591,28191815
2019,12,144203534,28191799
2019,18,144203603,28191821
2019,12,144180667,28171683
2019,12,144203619,28191826
2019,20,144203671,28191831
2019,12,144180782,28171719
2019,12,144203717,28191847
2019,19,144203742,28191852
2019,12,144203776,28191865
2019,12,144203785,28191871
2019,18,144203787,28191872
2019,12,144203825,28191880
2019,12,144203836,28191885
2019,12,144203837,28191886
2019,12,144203841,28191887
2019,2,144181064,28191900
2019,19,144181081,28196790
2019,12,144181149,28191913
2019,12,144181161,28196812
2019,18,144211184,28196816
2019,20,144211193,28196821
2019,20,144211232,28196837
2019,20,144211344,28196862
2019,20,144204080,28191960
2019,12,144211422,28191966
2019,9,144204110,28196895
2019,12,144211511,28196909
2019,18,144204182,28191986
2019,12,144211592,28196927
2019,12,144204248,28192003
2019,12,144211783,28196965
2019,18,144204420,28192035
2019,4,144204431,28192041
2019,3,144204431,28192040
2019,12,144211842,28196978
2019,3,144204486,28192054
2019,12,144204547,28192064
2019,12,144204656,28197007
2019,9,144212029,28197016
2019,12,144205029,28192150
2019,12,144205159,28197081
2019,18,144205504,28197186
2019,12,144213129,28197189
2019,12,144205559,28192226
2019,12,144205576,28192230
2019,18,144213412,28192271
2019,20,144213418,28197243
2019,20,144206003,28192309
2019,18,144206018,28192312
2019,9,144206021,28197275
2019,12,144213636,28197285
2019,9,144213670,28197294
2019,12,144213699,28197305
2019,18,144213765,28197325
2019,19,144206170,28197327
2019,3,144213809,28197335
2019,20,144216262,28192365
2019,20,144216266,28192367
2019,12,144216301,28192371
2019,20,144216317,28192378
2019,12,144213912,28192386
2019,12,144216400,28192388
2019,12,144216405,28192389
2019,12,144216414,28192390
2019,12,144213948,28197374
2019,12,144216444,28197375
2019,12,144213977,28192400
2019,18,144213982,28197380
2019,12,144216470,28192401
2019,12,144216491,28192407
2019,12,144214016,28197389
2019,12,144216507,28192408
2019,12,144216509,28192410
2019,12,144216515,28192412
2019,20,144216544,28192417
2019,12,144216563,28192422
2019,12,144216595,28192427
2019,9,144216613,28192432
2019,12,144216631,28192436
2019,12,144216680,28192443
2019,12,144217091,28192514
2019,3,144217124,28192521
2019,9,144217205,28192538
2019,20,144217375,28192573
2019,12,144217398,28192580
2019,20,144214890,28197543
2019,12,144217434,28197550
2019,12,144214909,28192589
2019,20,144214912,28197553
2019,18,144207219,28192590
2019,20,144214929,28197554
2019,12,144203482,28191781
2019,18,144217562,28197602
2019,18,144217571,28197607
2019,20,144215225,28197610
2019,5,144215297,28197620
2019,5,144217600,28192632
2019,12,144215316,28197626
2019,12,144217630,28192640
2019,12,144215375,28197638
2019,12,144215421,28197647
2019,12,144217695,28197665
2019,12,144215563,28197680
2019,19,144215625,28197699
2019,12,144217766,28192669
2019,18,144215744,28197740
2019,12,144215759,28197744
2019,12,144217794,28192676
2019,20,144215812,28192678
2019,18,144215813,28197754
2019,18,144215875,28197763
2019,3,144203561,28191805
2019,12,144203563,28191806
2019,12,144211694,28196944
2019,2,144204339,28192022
2019,19,144204747,28192106
2019,12,144204775,28197019
2019,20,144204809,28192114
2019,2,144212179,28197034
2019,12,144204879,28197043
2019,18,144204899,28192126
2019,12,144204904,28192127
2019,12,144212239,28197049
2019,3,144204945,28187352
2019,12,144212288,28197053
2019,12,144204977,28192142
2019,18,144205131,28192162
2019,18,144212538,28197085
2019,9,144212551,28197087
2019,12,144212592,28197094
2019,12,144212595,28197098
2019,2,144212593,28197095
2019,12,144205222,28192171
2019,12,144212772,28197133
2019,12,144212861,28197148
2019,18,144213889,28197355
2019,20,144216585,28192425
2019,2,144216597,28192428
2019,12,144216705,28192451
2019,19,144214210,28197440
2019,3,144216875,28192475
2019,20,144216923,28192483
2019,19,144214463,28192486
2019,3,144216940,28192488
2019,20,144214545,28197486
2019,12,144216996,28192495
2019,12,144214567,28197488
2019,20,144217010,28197491
2019,10,144214625,28197497
2019,20,144217195,28192535
2019,12,144214893,28197545
2019,12,144217430,28192586
2019,12,144214931,28192592
2019,18,144215116,28197582
2019,12,144203486,28191784
2019,3,144203581,28191813
2019,3,144203580,28191812
2019,12,144203601,28171680
2019,3,144203604,28191822
2019,12,144180676,28171685
2019,12,144203616,28191825
2019,10,144180690,28171688
2019,12,144180807,28171726
2019,12,144203696,28191837
2019,12,144203703,28191841
2019,12,144180866,28171738
2019,20,144203731,28191849
2019,3,144203771,28191864
2019,12,144203796,28191876
2019,20,144203827,28191881
2019,12,144203843,28191888
2019,18,144203909,28191903
2019,18,144203918,28191904
2019,3,144203973,28191917
2019,20,144211205,28196828
2019,12,144207004,28187332
2019,20,144204047,28191951
2019,20,144211283,28196850
2019,20,144204055,28191952
2019,20,144211318,28196858
2019,18,144211377,28196874
2019,2,144204085,28196877
2019,20,144204101,28191963
2019,20,144211417,28191965
2019,18,144204127,28191974
2019,12,144211561,28196923
2019,12,144204195,28191989
2019,9,144207033,28187340
2019,3,144211628,28187341
2019,9,144211628,28187342
2019,12,144211665,28196943
2019,12,144204335,28192021
2019,12,144204351,28196959
2019,12,144204356,28192026
2019,12,144211804,28192031
2019,18,144204427,28192037
2019,12,144211850,28196980
2019,12,144211888,28196984
2019,12,144204568,28192068
2019,12,144211914,28192069
2019,12,144204628,28192085
2019,3,144204635,28192086
2019,20,144211977,28197004
2019,18,144211995,28197011
2019,18,144204669,28192091
2019,18,144212042,28187348
2019,18,144212080,28197021
2019,18,144212095,28197023
2019,3,144204831,28192118
2019,2,144204860,28192120
2019,2,144204994,28192144
2019,12,144212308,28192145
2019,3,144212366,28197068
2019,20,144205084,28192155
2019,12,144212446,28197075
2019,2,144205113,28192157
2019,20,144205134,28192163
2019,12,144213083,28197183
2019,3,144213103,28197185
2019,18,144205553,28192224
2019,18,144205598,28192237
2019,12,144205610,28192240
2019,12,144213446,28192275
2019,2,144213462,28197249
2019,9,144213525,28197262
2019,12,144213526,28197264
2019,3,144213525,28197261
2019,12,144213525,28197263
2019,18,144205914,28192294
2019,18,144205993,28192306
2019,12,144213617,28197279
2019,3,144213628,28197283
2019,12,144213647,28197288
2019,3,144213651,28192319
2019,18,144206070,28192324
2019,20,144206079,28192327
2019,9,144206098,28192330
2019,12,144213709,28197309
2019,20,144216175,28192348
2019,3,144213784,28192351
2019,12,144216250,28192364
2019,20,144213840,28197339
2019,20,144216304,28192373
2019,9,144213855,28197345
2019,12,144213871,28197350
2019,12,144216385,28197359
2019,12,144213985,28197382
2019,12,144216488,28192406
2019,12,144214020,28197391
2019,19,144216673,28192442
2019,19,144216672,28192441
2019,18,144214221,28197441
2019,2,144217019,28197493
2019,12,144217264,28192549
2019,12,144217271,28192552
2019,18,144217312,28192558
2019,12,144217320,28192562
2019,12,144214789,28197529
2019,4,144217337,28192563
2019,2,144214809,28197532
2019,12,144217420,28192584
2019,10,144217429,28197549
2019,12,144214960,28192594
2019,4,144207159,28187363
2019,12,144212739,28192187
2019,12,144212768,28197131
2019,12,144212833,28197141
2019,20,144212869,28197149
2019,12,144212875,28197151
2019,12,144205368,28192203
2019,18,144205373,28192204
2019,18,144205403,28197160
2019,12,144205418,28192208
2019,20,144213057,28197176
2019,20,144213076,28197181
2019,20,144205491,28192215
2019,12,144213100,28192217
2019,12,144213153,28197192
2019,20,144213205,28192242
2019,12,144213213,28197207
2019,20,144205646,28197210
2019,12,144213279,28197218
2019,12,144213299,28197221
2019,3,144213314,28197223
2019,18,144213343,28197228
2019,12,144213356,28197233
2019,18,144205768,28197236
2019,3,144213612,28197277
2019,18,144213621,28197281
2019,12,144206058,28192320
2019,12,144213694,28197302
2019,9,144213698,28197304
2019,12,144206136,28192341
2019,12,144213732,28197315
2019,12,144213753,28197321
2019,12,144213766,28197326
2019,12,144213794,28197332
2019,3,144216235,28192359
2019,3,144216275,28192368
2019,12,144216292,28192370
2019,12,144216305,28192374
2019,18,144216312,28192375
2019,12,144216314,28192376
2019,12,144213849,28197342
2019,12,144213854,28197344
2019,12,144213880,28197353
2019,20,144214064,28197400
2019,20,144214084,28197406
2019,12,144214129,28197415
2019,20,144216692,28192446
2019,18,144214154,28197426
2019,3,144214278,28192459
2019,3,144216791,28197444
2019,12,144214330,28197449
2019,3,144216847,28192470
2019,20,144216870,28197456
2019,12,144214379,28197458
2019,12,144216894,28192478
2019,20,144214464,28197473
2019,2,144214533,28197485
2019,12,144217304,28192555
2019,12,144214767,28197524
2019,20,144217362,28192569
2019,12,144214848,28197536
2019,20,144214853,28197537
2019,12,144217436,28192588
2019,20,144214911,28197552
2019,20,144217478,28192600
2019,12,144217526,28197583
2019,18,144217539,28197588
2019,18,144221283,28192710
2019,12,144207444,28197875
2019,20,144217994,28197884
2019,12,144221352,28197887
2019,19,144218006,28197889
2019,19,144218051,28192737
2019,18,144221434,28197907
2019,12,144221440,28197909
2019,18,144221445,28197910
2019,19,144221457,28197913
2019,12,144218092,28192747
2019,12,144218113,28192754
2019,18,144218116,28192755
2019,18,144221541,28197927
2019,12,144221568,28197934
2019,12,144207534,28187429
2019,18,144207539,28187432
2019,12,145093955,28452165
2019,20,145101685,28447060
2019,20,145101823,28447093
2019,3,145101831,28452216
2019,3,145094178,28447098
2019,3,145107175,28441671
2019,3,145094209,28452223
2019,18,145107244,28441687
2019,20,145094321,28447141
2019,3,145102055,28447142
2019,20,145102182,28441716
2019,12,145107441,28441729
2019,12,145107503,28441742
2019,12,145102332,28452309
2019,12,145094662,28441749
2019,20,145107544,28441752
2019,18,145094760,28456776
2019,12,145094773,28456778
2019,12,145102534,28447233
2019,18,145102550,28447235
2019,18,145102652,28456793
2019,18,145107721,28452364
2019,12,145107759,28447265
2019,20,145102766,28447271
2019,12,145107779,28456815
2019,20,145107786,28456817
2019,12,145102839,28452378
2019,20,145095056,28452402
2019,20,145103021,28447328
2019,20,145108004,28456856
2019,12,145103106,28456859
2019,18,145095175,28452426
2019,18,145103162,28456871
2019,4,145103183,28447361
