"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2019,131816919,116103869,1,4,,"U",0,,,
2019,131823785,116103870,1,5,11,"M",1,,11,0
2019,131816924,116110318,1,5,22,"F",2,2,22,23
2019,131816927,116110321,3,5,14,"F",2,,14,0
2019,131816926,116110321,2,5,17,"F",1,,17,0
2019,131816925,116110321,1,5,16,"F",2,,16,0
2019,131816930,116110323,1,4,,"U",0,,,
2019,131816932,116103876,1,5,31,"F",1,1,31,32
2019,131823795,116103878,1,5,24,"M",1,1,24,25
2019,131823799,116117447,1,5,45,"M",2,,45,0
2019,131823800,116117447,2,5,31,"F",2,,31,0
2019,131823802,116103884,1,4,,"U",0,,,
2019,131826564,116103885,1,5,41,"M",2,3,41,0
2019,131816961,116103902,1,4,,"U",0,3,,
2019,131826576,116103903,1,4,,"U",0,,,
2019,131816962,116103905,1,4,,"U",0,,,
2019,131816963,116103906,1,4,,"U",0,,,
2019,131816965,116103908,1,5,51,"M",2,,51,0
2019,131816966,116110350,1,4,,"U",0,3,,
2019,131823822,116103910,1,4,,"U",0,3,,
2019,131826579,116103911,1,4,,"U",0,,,
2019,131823825,116110354,1,4,,"U",0,,,
2019,131823834,116103917,2,4,,"M",2,3,,
2019,131823833,116103917,1,5,30,"F",2,3,30,0
2019,131816976,116110364,1,5,27,"M",1,,27,0
2019,131816977,116103920,1,5,24,"M",2,,24,0
2019,131816983,116117471,1,4,,"U",0,3,,
2019,131823852,116103925,1,4,,"U",0,,,
2019,131826600,116103928,1,5,35,"M",1,2,35,0
2019,131816990,116103932,1,4,,"U",0,3,,
2019,131826603,116110386,1,4,,"U",0,,,
2019,131816993,116117479,1,5,21,"F",1,,21,0
2019,131816994,116117479,2,5,23,"M",1,,23,0
2019,131816997,116103935,1,5,25,"M",2,,25,0
2019,131816998,116103935,2,5,21,"F",2,,21,0
2019,131817001,116103938,1,5,34,"M",1,,34,0
2019,131826606,116103940,1,5,37,"M",1,,37,0
2019,131823866,116117486,1,4,,"U",0,,,
2019,131823865,116117487,1,5,19,"F",2,2,19,0
2019,131823870,116117493,1,5,23,"M",2,,23,0
2019,131823873,116117497,1,5,19,"F",0,1,19,0
2019,131817012,116117497,2,5,19,"F",0,1,19,0
2019,131823880,116103951,1,5,34,"M",1,,34,0
2019,131817020,116103952,1,4,,"M",1,,,
2019,131817021,116103953,1,5,16,"M",2,,16,0
2019,131823883,116110402,1,5,35,"F",2,,35,0
2019,131817023,116110404,1,4,,"U",0,,,
2019,131823888,116110405,1,4,,"U",0,,,
2019,131823892,116103958,1,4,,"U",0,,,
2019,131823895,116110413,1,5,25,"M",2,,25,0
2019,131817030,116110417,1,5,17,"M",1,,17,0
2019,131817032,116103967,1,5,29,"M",2,2,29,0
2019,131826637,116103972,1,4,,"U",0,,,
2019,131826638,116103973,0,,,"",,,,
2019,131823916,116103975,1,5,36,"F",1,,36,0
2019,131826647,116103983,1,4,,"F",1,,,
2019,131817051,116103982,1,5,37,"M",2,,37,0
2019,131826652,116103988,1,4,,"U",0,,,
2019,131823935,116103990,1,4,,"U",0,,,
2019,135166427,118974881,1,5,43,"M",1,,43,0
2019,135166444,118974900,1,5,25,"M",2,,25,0
2019,131823957,116117534,1,5,25,"F",2,,25,26
2019,131817082,116104012,1,4,,"U",0,,,
2019,131817084,116110494,1,5,32,"M",1,,32,0
2019,131817085,116104014,1,5,56,"M",1,,56,0
2019,131826684,116104021,1,5,46,"M",1,2,46,0
2019,131817087,116104023,1,5,30,"M",1,,30,0
2019,131826693,116117543,1,4,,"U",0,,,
2019,131826698,116117545,1,4,,"U",0,,,
2019,131826700,116110505,1,5,42,"F",2,,42,0
2019,131817097,116104037,1,5,19,"M",2,,19,0
2019,131826702,116110506,1,4,,"U",0,2,,
2019,131817102,116104043,1,5,44,"M",1,,44,0
2019,131817104,116104045,1,5,38,"F",2,,38,0
2019,131826708,116104047,1,5,67,"M",2,,67,0
2019,131817111,116117553,1,5,35,"M",1,1,30,40
2019,131817109,116104050,1,5,19,"M",2,2,19,0
2019,131826713,116110513,1,5,31,"M",2,2,31,0
2019,131823990,116104053,1,5,19,"M",1,1,19,0
2019,131817119,116104058,1,5,48,"M",2,,48,0
2019,131817121,116104060,1,5,9,"U",0,,9,0
2019,131817126,116104065,0,,,"",,,,
2019,131823997,116104067,1,5,28,"M",2,3,28,0
2019,131826725,116104069,1,5,57,"F",1,,57,0
2019,131826726,116104069,2,5,39,"M",1,,39,0
2019,127360535,112386941,1,4,,"U",0,,,
2019,127358998,112383523,1,4,,"F",2,2,,
2019,127359015,112383536,1,5,26,"M",1,1,26,27
2019,127359110,112383618,1,4,,"M",2,,,
2019,127360587,112383623,1,5,21,"M",1,,21,0
2019,127359151,112383658,0,,,"",,,,
2019,127359180,112387028,1,5,37,"M",1,,37,0
2019,127359219,112387049,0,,,"",,,,
2019,127359232,112383737,1,5,29,"M",1,,29,0
2019,127359237,112387062,1,5,34,"F",1,,34,0
2019,127359268,112383773,1,5,35,"F",1,,35,0
2019,127360683,112387086,0,,,"",,,,
2019,127359288,112387091,0,,,"",,,,
2019,127359295,112383801,1,5,33,"M",1,,33,0
2019,127359321,112383819,0,,,"",,,,
2019,127359335,112387115,1,4,,"U",0,,,
2019,127360715,112383836,1,4,,"U",0,,,
2019,127359350,112383850,2,5,17,"M",1,2,17,18
2019,127359346,112383850,1,5,19,"F",1,1,19,20
2019,127359377,112383869,3,5,33,"F",2,2,33,34
2019,127359375,112383869,2,5,44,"F",2,2,44,45
2019,127360732,112383869,1,5,18,"F",2,2,18,19
2019,127360749,112383901,1,4,,"F",1,,,
2019,127359421,112383901,3,4,,"M",1,,,
2019,127359419,112383901,2,4,,"F",1,,,
2019,127360765,112383923,1,5,39,"M",1,,39,40
2019,127359452,112383944,1,4,,"U",0,,,
2019,127359465,112383954,1,4,,"M",2,,,
2019,127360781,112383954,2,4,,"M",2,,,
2019,127359501,112383981,1,5,35,"F",2,,35,0
2019,127360830,112387199,1,5,20,"M",2,,20,0
2019,127359536,112387205,1,4,,"U",0,,,
2019,127359592,112384074,1,5,60,"M",2,,60,0
2019,127360882,112387254,2,5,26,"F",1,2,26,0
2019,127360880,112387254,1,5,30,"M",1,2,30,0
2019,127360891,112384124,1,4,,"U",0,,,
2019,127369745,112384207,1,4,,"U",0,,,
2019,127360959,112384224,1,5,52,"M",2,,52,0
2019,127360984,112387324,0,,,"",,,,
2019,127360993,112387330,1,5,19,"F",1,1,19,0
2019,127369821,112384289,1,5,32,"M",2,2,32,0
2019,127370018,112384448,1,5,40,"F",1,2,40,0
2019,127370019,112384448,2,5,53,"M",1,2,53,0
2019,127370032,112384459,2,5,17,"F",2,2,17,0
2019,127370031,112384459,1,5,17,"F",2,2,17,0
2019,127361132,112384517,0,,,"",,,,
2019,127370120,112384543,0,,,"",,,,
2019,127361180,112384609,0,,,"",,,,
2019,127370207,112384626,0,,,"",,,,
2019,131826111,116109554,1,4,,"U",0,3,,
2019,131822923,116109556,2,5,42,"M",1,2,42,0
2019,131826112,116109556,1,5,45,"F",1,2,45,0
2019,131823207,116109820,1,4,,"M",2,,,
2019,131823229,116109834,1,5,23,"F",2,,23,0
2019,131823258,116109870,1,5,27,"M",2,2,27,0
2019,131816458,116109872,1,5,41,"M",2,,41,0
2019,131816462,116103456,1,5,61,"M",2,,61,0
2019,131823273,116109882,1,5,21,"M",1,,21,0
2019,131816472,116103464,1,4,,"U",0,,,
2019,131816478,116103470,1,5,27,"F",1,2,27,0
2019,131816479,116103470,2,5,32,"F",1,2,32,0
2019,135161951,118974252,1,4,,"U",0,,,
2019,131816486,116103479,1,4,,"U",0,,,
2019,131823362,116109961,0,,,"",,,,
2019,131823366,116109966,1,4,,"U",0,,,
2019,131826407,116109984,0,,,"",,,,
2019,131823396,116109988,1,5,33,"M",1,,33,0
2019,131816564,116109993,1,5,52,"M",2,,52,0
2019,135165692,118974258,1,5,19,"F",1,1,19,0
2019,131823416,116110012,1,4,,"U",0,,,
2019,131816580,116110015,0,,,"",,,,
2019,131816585,116103570,0,,,"",,,,
2019,131823429,116110022,1,4,,"U",0,,,
2019,131823436,116110031,0,,,"",,,,
2019,131823440,116103574,1,4,,"U",0,,,
2019,131823447,116110039,1,5,37,"M",2,2,37,0
2019,131823456,116110046,1,4,,"U",0,,,
2019,131823468,116110062,1,5,16,"M",2,,16,0
2019,131826432,116110064,1,5,26,"F",2,,26,0
2019,131823475,116110067,0,,,"",,,,
2019,135165699,118974263,1,5,25,"M",2,,23,28
2019,131823494,116110087,1,5,32,"F",2,,32,0
2019,131823505,116110104,1,5,12,"M",2,2,12,0
2019,131816629,116117330,2,5,31,"F",2,2,31,0
2019,131826446,116117330,1,5,29,"M",2,2,29,0
2019,131823514,116110112,1,5,19,"F",2,,19,0
2019,131826454,116110116,1,4,,"U",0,,,
2019,135165704,118974272,1,5,24,"M",2,3,24,0
2019,131826458,116117338,1,4,,"M",2,3,,
2019,131826459,116117338,2,4,,"F",1,3,,
2019,131816651,116110121,1,4,,"U",0,,,
2019,131816657,116103638,1,5,25,"M",2,2,25,0
2019,131823544,116110129,0,,,"",,,,
2019,131816665,116103649,1,5,76,"M",1,2,76,0
2019,135165709,118974275,1,5,27,"M",1,2,27,0
2019,135165716,118974281,1,5,23,"M",2,2,23,0
2019,131816672,116110135,1,5,15,"M",2,,15,0
2019,131816687,116110141,1,5,38,"F",2,2,38,0
2019,131823565,116110146,1,5,51,"M",1,2,51,0
2019,131823566,116110146,2,5,38,"F",1,2,38,0
2019,131816703,116110148,1,4,,"U",0,,,
2019,131826471,116103679,1,4,,"U",0,,,
2019,131816707,116110152,1,4,,"U",0,,,
2019,131823579,116110157,1,4,,"U",0,3,,
2019,131823583,116110161,0,,,"",,,,
2019,131823586,116110163,1,5,33,"M",1,,33,0
2019,131816735,116110171,1,5,17,"M",2,,17,0
2019,131816738,116103704,1,4,,"M",0,,,
2019,131823602,116110180,4,5,17,"M",1,,17,0
2019,131826481,116110180,2,5,16,"M",1,,16,0
2019,131826482,116110180,3,5,16,"M",1,,16,0
2019,131826480,116110180,1,5,16,"M",1,,16,0
2019,131816753,116110185,0,,,"",,,,
2019,131816762,116110188,1,5,46,"M",2,,46,0
2019,131816764,116110189,1,5,14,"M",2,2,14,0
2019,131823626,116110197,2,5,31,"M",2,2,31,0
2019,131823625,116110197,1,5,25,"M",2,2,25,0
2019,131823630,116110200,1,4,,"U",0,,,
2019,131816771,116110204,1,5,39,"M",2,3,39,0
2019,131823636,116110205,1,5,39,"F",2,2,39,0
2019,131816786,116103751,1,5,28,"F",2,2,28,0
2019,131816787,116103751,2,4,,"U",0,,,
2019,131823649,116110214,1,5,31,"M",3,,31,0
2019,131816790,116110215,1,5,23,"F",2,,23,0
2019,131823654,116117389,1,4,,"U",0,,,
2019,131823656,116103764,0,,,"",,,,
2019,131816812,116110226,1,5,55,"F",1,,55,0
2019,131816822,116117394,1,4,,"U",0,,,
2019,131816826,116117398,1,5,28,"M",2,2,28,0
2019,131816832,116110242,1,5,45,"M",2,,45,0
2019,131823685,116110244,1,5,21,"M",2,2,21,0
2019,131823703,116117408,1,4,,"M",2,,,
2019,131823718,116117413,1,5,52,"M",1,1,52,0
2019,131823721,116110263,2,5,57,"F",2,,57,0
2019,131823719,116110263,1,5,34,"F",1,,34,0
2019,131823726,116110266,1,5,16,"M",2,,16,0
2019,131823732,116110270,1,5,18,"M",1,,18,0
2019,131816864,116110272,1,5,26,"M",2,,26,0
2019,131823749,116110285,2,5,17,"M",2,,17,0
2019,131816876,116110285,1,5,11,"M",2,,11,0
2019,131826542,116110287,1,5,9,"M",1,,9,0
2019,131826547,116110296,1,4,,"U",0,,,
